session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
WN203B,What's New: Swiftly Take Your Ideas to Production with Cortex Code,"Transform your ideas into production-ready workflows faster by using the AI coding agent designed specifically for data to handle everything from admin, data engineering, machine learning and agent-building tasks. Learn how Cortex Code can simplify and automate your toughest tasks and help your team expedite time-to-value.",Siddharth Dwivedi; Aria Attar,Snowflake,"Product Marketing Manager, AI/ML",What's New,Breakout Session,Thursday June 4,10:00 AM - 10:45 AM,45,"Room 158 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Cortex",Data Engineer;Data Scientist;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN203B&tab.sessioncatalogtab=1714168666431001NNiH
DE207,YOUR AI STRATEGY HAS A CONTEXT PROBLEM. ORCHESTRATION SOLVES IT.,Every enterprise has an AI strategy. Few have the foundation to deliver on it. Most treat context as something defined upfront and consumed downstream. Semantic layers define metrics. Ontologies model relationships. Neither captures what actually ran.,Steven Hillion,,,Data Engineering,Theater Session,Tuesday June 2,3:00 PM - 3:20 PM,20,,Intermediate,"AI,Semantic",Data Scientist;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE207&tab.sessioncatalogtab=1714168666431001NNiH
DE303,80X FASTER DATA ENGINEERING: FROM PROMPTS TO PIPELINES WITH MAIA,"What happens when complex data engineering work can be delegated to AI agents? In this session, Jason Mulvin, Director of Enterprise Data & Analytics at Sophos, shares how his team designs pipelines through prompting — accelerating development, testing and deployment. Sophos uses agents to generate pipelines, convert legacy workflows and analyze existing ones. In one example, a pipeline that would take five days was generated and validated in under 30 minutes, achieving 95-99% completion and producing automated tests. Sophos is now reviewing 1,400+ pipelines to identify optimizations and inconsistencies. This session shows how prompts translate into production pipelines.",Joe Herbert; Jason Mulvin,Matillion,Principal Solution Architect ( Maia ),Data Engineering,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Advanced,"AI,Agents,Pipeline,Analytics,Optimization",Data Engineer;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE303&tab.sessioncatalogtab=1714168666431001NNiH
MI301,AI-GUIDED MIGRATION: FROM MANUAL REWRITES TO AUTOMATION,"Manual migration rewrites consume valuable engineering time. SnowConvert AI shifts the focus from labor-intensive code conversion to intelligent automation and orchestration. This session highlights innovations including Semantic Conversion (AST + Cortex AI) for high-fidelity SQL translation, AI-driven verification to resolve complex issues, automated data validation for schema and metrics parity, ETL conversion to dbt on Snowflake, and ecosystem repointing for tools like Power BI. Learn how AI-guided automation accelerates modernization and frees engineers to build, not fix.",Pallavi Sharma,Snowflake,Senior Data Cloud Architect - Partners,Migration,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Advanced,"AI,Cortex,dbt,SQL,ETL,Migration,SnowConvert,Modernization",Data Engineer;Architect;Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=MI301&tab.sessioncatalogtab=1714168666431001NNiH
AI220,BETTER TOGETHER: WHEN AI DATA AGENTS COLLABORATE WITH AI CODING AGENTS,"Watch autonomous agents build a production data pipeline — live. Watch as a Snowflake customer shows how Cortex Code and Genesis Data Agents operate the entire data operations as one unified stack to ingest, map, code, test, deploy, monitor and self-heal data pipelines — autonomously. Multiple concurrently working agents build and utilize context graphs while collaborating in real time end to end. This is the ""better together"" story — with proof.",Matt Glickman,,,AI & ML,Theater Session,Tuesday June 2,3:30 PM - 3:50 PM,20,,Intermediate,"AI,Cortex,NiFi,Agents,Pipeline",Data Engineer;Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI220&tab.sessioncatalogtab=1714168666431001NNiH
DE226,CONNECT INFLUXDB TO SNOWFLAKE: HOW CAPELLA SPACE USES SNOWPARK DATA SOURCE APIS,"Learn how Capella Space used Snowpark DB-API to build a Python-based connector to InfluxDB and break the data silos between operational telemetry and analytics in Snowflake. We’ll walk through the architecture, show how developers used a standard DB-API pattern to move key time-series data into Snowflake, and share lessons learned that you can apply to your own data sources.",Qinyi Ding; Travis Niemczyk,Snowflake,Senior Product Manager,Data Engineering,Theater Session,Tuesday June 2,3:30 PM - 3:50 PM,20,,Intermediate,"Snowpark,Python,Analytics",Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE226&tab.sessioncatalogtab=1714168666431001NNiH
PO103,INDUSTRY USE CASES: DATA MODELING FOR ENTERPRISE SCALE AND AI READINESS,"Join us for a C-level discussion on how Snowflake unifies product data, enables real-time analytics and drives measurable business impact. Attendees will learn how centralized product intelligence can transform decision-making at the executive level, supporting faster go-to-market strategies, operational efficiency and cross-functional collaboration.",Serge Gershkovich,SqlDBM,Head of Product,Platform & Optimization,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Beginner,"AI,NiFi,Analytics,Real-time,Intelligence",Data Engineer;Data Scientist;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO103&tab.sessioncatalogtab=1714168666431001NNiH
PO102,MANAGE YOUR SNOWFLAKE COST EFFECTIVELY WITH SNOWFLAKE COST GOVERNANCE,"Interested in learning how you can track and analyze your Snowflake spend and control your overall spend? If you are, this session is for you. Come learn about Snowflake’s new cost governance capabilities and how customers are leveraging them to manage Snowflake costs effectively.",Pranav Pokharel,Snowflake,Staff Product Manager,Platform & Optimization,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Beginner,"RAG,Governance,Cost",Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO102&tab.sessioncatalogtab=1714168666431001NNiH
MI214,NEW JERSEY DEPARTMENT OF EDUCATION: STATE LONGITUDINAL DATA SYSTEM,"The New Jersey Department of Education (NJ DOE), which oversees K-12 public education, selected Snowflake in 2021 to modernize its longitudinal education data platform. This replaced Oracle and legacy file workflows with a single, governed cloud platform for student and staff data, submissions and analytics. On Snowflake, the NJ DOE now loads weekly deltas and EOY snapshots, runs nine major SLEDS submissions (including student, staff and course rosters), and utilizes production integrations (Tableau, dbt). The result is streamlined data collection, improved quality, and accelerated statewide reporting and analytics.",Shashi Yellambhatla,New Jersey Department of Education,Chief Information Officer,Migration,Theater Session,Tuesday June 2,3:30 PM - 3:50 PM,20,,Intermediate,"ML,dbt,Analytics",Data Engineer;Data Scientist;Architect;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=MI214&tab.sessioncatalogtab=1714168666431001NNiH
ML215,POWERING INTELLIGENT CUSTOMER RECOMMENDATIONS AT DAVID YURMAN WITH SNOWFLAKE ML,"Learn how David Yurman’s DM&A team leveraged Snowflake and dbt to build their first in-house, enterprise-scale recommendation system. To deliver personalized suggestions across diverse segments, the team developed high-fidelity analytical marts using a hybrid of content-based and collaborative filtering. By using dbt for orchestration and Snowflake as the ML serving layer, they eliminated external platforms, reduced complexity and improved performance. This modern architecture now serves as a scalable foundation for continuous innovation in customer personalization and eliminated the need for external ML platforms.",Ashish Nachane,David Yurman,Sr. Director of Data & Analytics,Machine Learning,Theater Session,Tuesday June 2,3:30 PM - 3:50 PM,20,,Intermediate,"ML,dbt,RAG,Performance",Data Engineer;Data Scientist;Architect;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML215&tab.sessioncatalogtab=1714168666431001NNiH
BI211,REINVENTING FP&A AT NOV: FROM EXCEL SPRAWL TO GOVERNED ANALYTICS WITH SIGMA,"National Oilwell Varco (NOV) is a $9 billion global energy technology company operating across a complex landscape shaped by decades of acquisitions and more than 100 ERP systems. Historically, finance teams relied on spreadsheets, Access databases and siloed reporting processes — spending more time assembling data than analyzing it. By adopting Sigma on Snowflake, NOV built a governed finance data model that allows FP&A teams to explore data, drill from financial metrics into ERP transactions and collaborate on a shared source of truth. With this foundation in place, NOV is positioning its finance organization to move beyond reporting and toward AI-powered analysis and decision support.",Robbie Prejean,,,BI & Analytics,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Intermediate,"AI,Analytics",Data Scientist;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI211&tab.sessioncatalogtab=1714168666431001NNiH
WN201T,WHAT’S NEW: AI-POWERED OBSERVABILITY AT SCALE WITH OBSERVE BY SNOWFLAKE,"Snowflake is redefining observability with Observe by Snowflake, a lakehouse-native observability platform. Learn how organizations can scale cost-effectively to hundreds of terabytes of telemetry per day and share data across business and operational contexts using Apache Iceberg on a telemetry lakehouse foundation. We will demo AI SRE, an AI agent that accelerates enterprise reliability workflows, and show how teams can engage with it through the Observe UI or coding agents to boost engineering productivity.",Kevin Leong; Gabriel Tavridis,Kiran Kodandoor,Snowflake,What's New,Theater Session,Tuesday June 2,3:30 PM - 3:50 PM,20,,Intermediate,"AI,Iceberg,Agents,Cost",Architect;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN201T&tab.sessioncatalogtab=1714168666431001NNiH
WN210B,WHAT'S NEW: INNOVATIONS IN DATA AND AI GOVERNANCE,"Maintain rigorous control while scaling your AI enterprise. In this session, we dive into the latest innovations within Snowflake Horizon Catalog, our universal AI catalog with context and governance for AI over all data. Learn how Horizon Catalog powers the semantic layer to bridge the gap between technical metadata and business meaning. We also cover enhancements to interoperability and embedded open APIs (Apache Polaris and Iceberg REST Catalog), ensuring consistent policy enforcement across your entire data estate. Finally, we explore core governance, including external lineage updates, automated data classification and data quality monitoring.",Suresh Thiru,Swati Goel Goel,Snowflake,What's New,Breakout Session,Tuesday June 2,3:30 PM - 4:15 PM,45,,Intermediate,"AI,Iceberg,Governance,Classification,Lineage,Semantic",Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN210B&tab.sessioncatalogtab=1714168666431001NNiH
AI233,AGENTIC PROCUREMENT: ACCELERATING DRUG DEVELOPMENT AT SANOFI,"We’re accelerating time to market for new medicines by removing enterprise friction. Learn how we’re transforming procurement by combining Elementum AI workflows and agent orchestration with Snowflake to reinvent source‑to‑pay, freeing scientists and clinical teams to focus on life‑saving research. We’ll show how agentic intelligence moves beyond rules‑based bots to interpret policy, resolve exceptions and use near real‑time signals to drive faster cycle times, fewer touchpoints, smarter buying and aligned metrics. We’ll cover the journey, design principles, operating model changes and ways to scale responsibly toward autonomous enterprise operations.",Amadeusz Andrzejewski,Deloitte,"Partner, AI & Data",AI & ML,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Intermediate,"AI,Intelligence,Search",Data Scientist;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI233&tab.sessioncatalogtab=1714168666431001NNiH
ACT4,BASECAMP HAPPY HOUR,"Head to Basecamp Happy Hour to recharge and connect. Grab a drink, explore the ecosystem and engage with attendees, partners and Snowflake experts in a relaxed, social setting.",,,,Activation,Activation,Tuesday June 2,4:00 PM - 6:00 PM,30,,Intermediate,,Developer,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ACT4&tab.sessioncatalogtab=1714168666431001NNiH
IN119,HOW SANOFI SCALES AI ACROSS 80 COUNTRIES WITH DATAIKU AND SNOWFLAKE,"What does it take to scale AI across 80 countries in a highly regulated industry? Join Jacob Kuijpers, Head of Data Operations at Sanofi, and Conor Jensen, Field CDO at Dataiku, for a candid conversation on turning AI ambition into enterprisewide execution. Discover how Sanofi uses Snowflake as its global data foundation and Dataiku to connect business and IT, operationalize governance and accelerate the shift from pilots to production. Learn practical lessons on data quality, platform strategy and operating model decisions for scaling AI in a complex, regulated organization.",Jacob Kuijpers; Conor Jensen,Sanofi,Global Head of Commercial Data,Industry Solutions,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Beginner,"AI,Governance",Data Scientist;Architect;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN119&tab.sessioncatalogtab=1714168666431001NNiH
IN207,TF1 AND NETFLIX: DEPLOY ML MODELS IN A DATA CLEAN ROOM TO REINVENT MEDIA COLLAB,"Learn how TF1 and Netflix are building a data clean room on Snowflake to collaborate on audience insights without exposing underlying data. We’ll walk through the end-to-end architecture, from data residency to deploying ML-trained models inside the clean room. You’ll see how strict governance, code validation and cost controls enable privacy-safe activation and measurement across broadcaster and streaming workloads.",Francois-Xavier Pierrel,Groupe TF1,Group Chief Data & Adtech Officer,Industry Solutions,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Intermediate,"AI,ML,Streaming,Governance,Clean Room,Cost",Data Engineer;Data Scientist;Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN207&tab.sessioncatalogtab=1714168666431001NNiH
IN224,"THE FINANCIAL SERVICES AI, APPS AND DATA GUIDE WITH SNOWFLAKE","Data sharing has evolved from simple access to the essential fuel for autonomous execution. The new mandate is ""data for agency"" — transforming static shares into the intelligence that powers agentic workflows. This session brings to life Snowflake’s AI Data Cloud for Financial Services, moving beyond retrieval to delivering AI-ready data products and governed semantic views. Hear how industry leaders tap into this ecosystem to drive operational leverage and measurable outcomes. Learn how Snowflake enables institutions to securely share the contextualized data required to accelerate agent-driven use cases across banking, insurance, capital markets and payments.",John Heisler,Snowflake,Head of AI for Financial Services,Industry Solutions,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Intermediate,"AI,RAG,Data Sharing,Financial Services,Semantic,Intelligence",Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN224&tab.sessioncatalogtab=1714168666431001NNiH
BI203,THE FUTURE OF DATA IS SEMANTICS: HOW BLACKROCK AND SNOWFLAKE WILL LEAD THE WAY,"A modern data ecosystem requires not just good quality, governed data, but semantic capabilities to empower business users in their BI tools of choice to drive AI. But what exactly are semantics? How are large companies like BlackRock incorporating semantics into their strategy? And what products is Snowflake building to empower our clients to meet their business needs? Join BlackRock and Snowflake for lively discussion on the future of semantics in data.",Josh Klahr; Jeff Miller,Snowflake,Director of Product Management,BI & Analytics,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Intermediate,"AI,Semantic",Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI203&tab.sessioncatalogtab=1714168666431001NNiH
BI201,WHAT POWERS YOUR PLATFORM? CAPITAL ONE’S SHIFT TO COMPOSABLE MARKETING,"Financial services marketers must balance speed and security. Capital One shows the way: By giving marketers self-serve access to unified data with a composable CDP, it cuts time to market for complex campaigns by 75%. In this session, learn how Capital One centralized data in Snowflake, connecting all customer interactions into profiles that can support acquisition strategies; democratized access with Hightouch’s composable CDP, while maintaining strict governance and security; and activated data across campaigns to drive more cross-sells, more efficient paid media and more personalized customer experiences.",Bill Tenbusch,Capital One,Vice President - Marketing,BI & Analytics,Breakout Session,Tuesday June 2,4:00 PM - 4:45 PM,45,,Intermediate,"AI,NiFi,Governance,Security,Financial Services",Data Engineer;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI201&tab.sessioncatalogtab=1714168666431001NNiH
AI239,EVAL-DRIVEN AGENT OPTIMIZATION WITH CORTEX CODE CLI,"Transform agent debugging from guesswork into a measurable process. Using Cortex Code's agent-optimization skill and native Snowflake Cortex Agent Evaluations, you'll curate evaluation data sets from production logs, run benchmarks with metrics such as answer_correctness and tool_selection_accuracy, analyze failure patterns and iterate on agent instructions — all from the CLI. You'll practice the closed-loop workflow: benchmark → analyze failures → improve → validate. Walk away with a repeatable methodology for taking any Cortex Agents from prototype to production readiness.",Elliott Botwick; James Cha-Earley,Snowflake,Principal AI/ML Architect,AI & ML,Hands-on Lab,Tuesday June 2,4:30 PM - 6:00 PM,90,,Intermediate,"AI,Cortex,Agents,Optimization",Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI239&tab.sessioncatalogtab=1714168666431001NNiH
DE215,HANDS-ON LAB: APACHE SPARK ON SNOWFLAKE,"In this hands-on lab, you will learn how to develop, deploy, orchestrate and monitor PySpark applications on Snowflake. Discover how to execute heavy-lifting Apache Spark jobs directly where your data lives, eliminating siloed platforms and risky data movement. You will migrate existing code, automate pipelines and apply unified governance. Join us to see how our fully managed runtime simplifies your architecture, allowing you to focus on insights rather than infrastructure management.",Jason Freeberg; Brandon Carver,Snowflake,Senior Product Manager,Data Engineering,Hands-on Lab,Tuesday June 2,4:30 PM - 6:00 PM,90,,Intermediate,"NiFi,Governance,Pipeline",Data Engineer;Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE215&tab.sessioncatalogtab=1714168666431001NNiH
GO243,IMPLEMENT SENSITIVE DATA GOVERNANCE IN SNOWFLAKE USING AI,"Safeguarding sensitive data at scale is nonnegotiable for regulatory compliance. Join this essential hands-on lab to master the art of automated sensitive data discovery and protection. You will leverage the power of AI to instantly generate robust data protection policies, learn to troubleshoot policy issues and establish an airtight audit trail for access to sensitive data. Achieve compliance confidence with advanced data governance.",Ankit Gupta; Raghav Ram,Snowflake,Staff Product Manager,Governance & Security,Hands-on Lab,Tuesday June 2,4:30 PM - 6:00 PM,90,,Intermediate,"AI,RAG,Governance",Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO243&tab.sessioncatalogtab=1714168666431001NNiH
PO214,HANDS-ON LAB: PERFORMANCE TUNING AND COST OPTIMIZATION,"In this interactive lab, participants will diagnose real-world performance bottlenecks and apply optimization techniques to reduce cost and improve query efficiency. Explore clustering strategies, warehouse right-sizing and query profile analysis in a guided, practical environment.",Christine Avanessians,Snowflake,"Director, Product Management",Platform & Optimization,Hands-on Lab,Tuesday June 2,6:30 PM - 8:00 PM,90,,Intermediate,"Warehouse,Performance,Cost,Optimization",Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO214&tab.sessioncatalogtab=1714168666431001NNiH
AR103,LAKEHOUSE TRANSFORMATIONS: BUILD PRODUCTION PIPELINES FOR YOUR ICEBERG TABLES,"Stop pipeline sprawl and the cost of data duplication. In this advanced lab, you will learn to perform secure, in-place transformations across your entire data estate. You will connect externally managed Iceberg tables with Catalog Linked Databases to always work on fresh data without ETL, build efficient and declarative pipelines with Dynamic Tables for Iceberg preserving multi-engine access to your data, and implement business continuity to ensure your production data is always available.",Kamesh Sampath; Gilberto Hernandez,Snowflake,Lead Developer Advocate,Architecture,Hands-on Lab,Tuesday June 2,6:30 PM - 8:00 PM,90,,Beginner,"AI,Iceberg,Pipeline,ETL,Dynamic Tables,Cost",Data Engineer;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR103&tab.sessioncatalogtab=1714168666431001NNiH
K3,Builders Keynote,"AI is transforming what (and how) you build on Snowflake. From designing self-serve intelligence and architecting AI-ready data infrastructure to shipping production agents, builders are at the center of the biggest shift in data since the cloud. Through demos and customer stories, we'll learn how data practitioners are adapting and delivering more impact than ever before.",Danica Fine,Snowflake,"Sr. Manager, OSS Developer Relations",Keynote,Keynote,Wednesday June 3,09:00 AM - 10:30 AM,90,"Keynote (Basecamp, North Hall F)",Intermediate,"AI,Agents,Intelligence",All,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=K3&tab.sessioncatalogtab=1714168666431001NNiH
TC3-W,Training // Track 3 - Snowflake Platform Training + Exam - Wednesday,"This session is designed for individuals with limited experience using Snowflake and provides a walkthrough of the AI Data Cloud architecture through interactive labs, guiding learners how to unify, integrate and share previously siloed data with virtually unlimited scalability and concurrency.",,,,Training,Snowflake Training,Wednesday June 3,09:00 AM - 03:00 PM,360,"Room 153 (Moscone South, Upper Mezzanine)",Intermediate,AI,All,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=TC3-W&tab.sessioncatalogtab=1714168666431001NNiH
AD103,Activating Enterprise Audience Intelligence with Snowflake Intelligence,"Acxiom receives inbound customer feeds that are transformed into a trusted, activation-ready Gold layer in Snowflake, enriched and identity-resolved into a governed customer/entity view, and protected with encrypted sensitive data controls. The business challenge isn’t whether we store and govern the data, it’s how fast leaders can turn data into decisions that improve campaign ROI while reducing risk. In this session, we show how Snowflake Intelligence enables marketers, analytics leads and executives to interact with governed Gold data in plain language to get board-ready answers and recommended actions without waiting on backlogs or writing SQL.",Ankur Jain; Srikanth Manduri,Acxiom,Chief Cloud & Data Modernization Officer,Administration,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 205 (Moscone South, Level 2)",Beginner,"AI,SQL,Analytics,Intelligence",Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD103&tab.sessioncatalogtab=1714168666431001NNiH
GO246,"AI-Ready Data: Quality, Lineage and Root Cause at Scale","As organizations expand from traditional analytics into generative AI and LLMs, the cost of poor data quality has shifted — from misleading reports to hallucinating models. AI-ready data demands rigorous consistency, freshness and integrity. But as data flows from upstream sources through dbt transformations into downstream BI tools, visibility breaks at every border. In this session, we'll show you how to build a native data quality framework in Snowflake and pair it with cross-platform lineage, so root-cause analysis and impact assessment take minutes, not days.",Pino Suliman,Snowflake,Sr. Product Manager,Governance & Security,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 208 (Moscone South, Level 2)",Intermediate,"AI,dbt,LLM,Lineage,Analytics,Cost",Data Engineer;Data Scientist;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO246&tab.sessioncatalogtab=1714168666431001NNiH
AR303,AT&T’s Interoperable Iceberg Journey,"AT&T is transitioning its data ecosystem to the Iceberg open-table format, aiming to achieve a single version of truth and seamless data interoperability across platforms including Snowflake, which reduces data duplication and operational costs. This architecture separates data, compute and metadata planes, allowing different compute engines to efficiently access and manage Iceberg tables while maintaining strict access controls and supporting both human and AI data consumers. This migration, supported by automation and platform partnerships, will cover 75% of AT&T’s analytic data by the end of 2026, simplifying data access, improving governance and accelerating business growth.",Mark Holcomb Holcomb,AT&T,DISTINGUISHED SOLUTION ARCHITECT,Architecture,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 152 (Moscone South, Upper Mezzanine)",Advanced,"AI,ML,Iceberg,Governance,Migration,Cost",Data Scientist;Architect;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR303&tab.sessioncatalogtab=1714168666431001NNiH
AI109,Building Enterprise AI Agents Using Snowflake Intelligence,"In mid 2025, we launched the Snowflake GTM AI Assistant to 6,000 users across Snowflake sales and marketing organizations — our first full-scale enterprise deployment of Snowflake Intelligence. By year-end, the assistant had already answered more than 330,000 questions, helping users work faster and make better decisions. Since launch, we got so many questions about how to successfully develop, launch and scale reliable enterprise AI assistants for thousands of users. This session is about sharing our best practices so others can easily build similar enterprise agents that users love.",Sait Izmit,,,AI & ML,Theater Session,Wednesday June 3,11:00 AM - 11:20 AM,20,"Basecamp South Theater 3 (Basecamp, South Hall C)",Beginner,"AI,Agents,Intelligence",Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI109&tab.sessioncatalogtab=1714168666431001NNiH
DE225,"Deploy, Version, Test and Manage Snowflake Openflow Connectors Using Cortex Code","Join us to learn and see recommended ways for addressing DevOps requirements when it comes to Snowflake Openflow Connectors. A demo will show how it is possible to deploy an Snowflake Openflow Connector using a Cortex Code agent, make changes in the connector based on specific business requirements, version control the changes, configure GitHub automated testing and automate deployment of the new version of the connector in a production environment. See the entire process from a flow problem statement, to development, all the way up to production using the Cortex Code agent.",Dan Chaffelson; Pierre Villard,Snowflake,"Principal Architect, Data Engineering, Applied Field Engineering Office",Data Engineering,Hands-on Lab,Wednesday June 3,11:00 AM - 12:30 PM,90,"Hands-on Labs 2 (Basecamp, Hall E)",Intermediate,"Cortex,Openflow",Data Engineer;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE225&tab.sessioncatalogtab=1714168666431001NNiH
IN230,From First Principles: The Ideas That Built Snowflake — and What Comes Next,"This fireside chat revisits the first principles that shaped Snowflake’s cloud-native data platform — from unifying structured and semi-structured data to separating compute and storage and embracing elastic scale. Joined by a customer who has been with Snowflake for over a decade, Snowflake’s co-founders will reflect on how revolutionary ideas years ago have evolved into becoming the industry standard, the lessons learned from real-world adoption, and how Snowflake is powering the shift to the agentic enterprise. We’ll close by exploring the next frontier: connecting data, intelligence and action to unlock AI at scale.",S Muralidhar; Benoit Dageville; Thierry Cruanes,Snowflake,Chief Technology Officer,Industry Solutions,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 158 (Moscone South, Upper Mezzanine)",Intermediate,"AI,RAG,Intelligence",Architect;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN230&tab.sessioncatalogtab=1714168666431001NNiH
BI113,Gallus Insights: AI-Powered Embedded Analytics for the Mortgage Industry,"The most ambitious AI goals live or die by the quality of the underlying data. To truly harness AI, organizations must ensure they have a high-performance data foundation. See how Gallus Insights has built a robust, scalable architecture on Snowflake and seamlessly integrated ThoughtSpot Embedded to power customer experience. By leveraging cutting-edge agentic analytics, they deliver self-service insights to clients who can ask natural language questions and understand not just what's happening—but why. By combining Snowflake and ThoughtSpot, Gallus is experiencing 10x faster performance and reduced data costs and turning complex data into a competitive advantage.",Agustin Del Rio,Gallus Insights,Founder & CEO,BI & Analytics,Theater Session,Wednesday June 3,11:00 AM - 11:20 AM,20,"Vertical Village Theater 2 (Basecamp, South Hall B)",Beginner,"AI,ML,RAG,Analytics,Performance,Cost,Natural Language",Data Scientist;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI113&tab.sessioncatalogtab=1714168666431001NNiH
AI228,"Get ROI from Your Agents with Amazon Bedrock AgentCore, MCP and Snowflake","AI agents are no longer a research experiment. They are running in production, closing support tickets, managing data pipelines and making decisions at enterprise scale. This session shows you how to architect, deploy and operate production-grade AI agents on AWS, from a single agent to complex multiagent systems. Using Amazon Bedrock AgentCore, walk through real-world design patterns covering secure serverless deployment, tool and API integration via MCP, persistent memory, identity and access management, and end-to-end observability. See how AgentCore Gateway integrates with a Snowflake managed MCP server to orchestrate specialized subagents across your enterprise data ecosystem.",Nidhi Gupta Gupta,AWS,"Sr. Partner SA, Data & Analytics",AI & ML,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 210 (Moscone South, Level 2)",Intermediate,"AI,Agents,Pipeline,Search",Data Engineer;Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI228&tab.sessioncatalogtab=1714168666431001NNiH
